30 8 4 434622937 271451936 190052946 991821425 779636406 769136367 965535924 490426991 247721256 514938104 222071674 745008521 255167587 734233241 755290667 448091890 646390085 489217694 768418376 902534640 609652618 400361292 845711822 700854994 866284531 716941929 218148583 620195012 639193272 101738896 664204667 370653464 0 0 0 0,1.622721673349264e-04,2.271871571002748e-01,1.464472235121967e-04,2.621104630169829e-02,1.117219246361698e-04,1.089901864760172e-04,6.946715085257493e-05,2.054884234923860e-03,4.325431323531570e-02
30 9 4 788821530 1066802718 616625138 801953517 678735032 671059605 162454185 80699124 513035838 403735455 238229515 1042943988 367488030 724097543 541869953 483430495 318072096 176501465 632391277 891584811 411287003 630382165 506469615 887060904 252025072 1008196597 650704412 68969725 21805771 855207875 117260741 463185343 613808381 803705922 652888840 563912369 0 0 0 0,4.643795886300210e-05,6.273839711502581e-02,3.710923402199997e-05,8.560173190774430e-03,3.244976795803628e-05,1.893667761184614e-05,1.295266666785467e-05,7.883264244703740e-04,5.745742726341271e-02
30 10 4 708953796 570612702 884408831 42174858 858942983 714774673 1060517300 675253115 338007247 863504273 623318510 928114617 127665840 634046024 519569424 793047763 761735087 482904153 217479793 302846009 189737500 901482527 423701007 664784873 715005069 88681863 1008897779 251627659 790846542 891963499 215944651 681143752 414668956 244145508 980062710 772228915 407557634 1050243542 132615263 964855793 0 0 0 0,1.166419937748270e-05,1.531141978919043e-02,1.046809545867375e-05,2.208553002936121e-03,7.620282208375269e-06,6.361696825346122e-06,4.107969455253064e-06,3.013310643813634e-04,2.625344758259761e-02
30 11 4 44488856 965160034 586694750 686756881 971281470 307869353 979709035 457743858 620248678 166212033 935152503 77937453 861822071 997904873 10922629 426077711 475055602 1047217640 453597654 794778480 104758902 574829534 465146210 124722687 986682802 33412918 639147420 198283736 197342490 422064579 1056913257 969012529 373308472 161629367 1039233598 294271133 873450324 23311559 826583342 292743924 25212865 767275839 193494396 393467521 0 0 0 0,4.061778946167363e-06,5.505146165355753e-03,2.485599113729943e-06,8.500930390288210e-04,2.572898558285675e-06,3.674911334918294e-06,3.090348741277263e-06,1.337539583751528e-03,1.951068247834185e-02
30 12 4 714626548 452639966 1001001049 729479277 321805733 3199739 656853199 516023165 996793018 616749091 171915398 1008689168 317712969 789483560 156384650 409955138 822518866 957631216 812069182 829847729 388489360 900123593 88460675 1010942978 991649953 563961907 951891919 518014488 471002197 186489644 53800900 150231364 1017433047 1038356417 72262559 395432622 795284534 518554694 313553074 165180233 871079704 801901760 419234518 646175564 790349611 395911819 374359149 962756398 0 0 0 0,1.351495609976681e-06,1.535188372221318e-03,6.399926358119176e-07,3.336674359175832e-04,8.456624748179623e-07,1.132507965413040e-06,6.026859749965697e-07,2.650150309704222e-04,1.347913268868919e-02
30 13 4 993262008 330195701 84910757 78337566 225312625 90970172 52815530 410768551 378056717 333675665 357641769 16290794 218080876 416725351 671310889 939207580 580142639 703621769 637329673 277511391 421001882 619673845 490462865 228527685 774411400 202670240 23794074 341249867 734692898 435947550 973650204 339153071 1054281140 202036499 998442364 639425604 722702498 279483587 885367209 443297057 667682317 819800896 820911778 717051909 364007155 1006242697 336246689 395574350 1042350653 686946210 605121889 612615268 0 0 0 0,2.697409956014172e-07,2.527314914577146e-04,1.116639080454349e-07,8.577726079795393e-05,1.800678313230681e-07,3.532796181168336e-07,2.748331891133554e-07,3.386053784702969e-05,5.900741911479883e-03
30 14 4 1025452077 1021467535 464345846 181768467 363604733 710887630 623335073 1044403427 316044041 174314691 261471244 908629530 81147752 218754559 799249938 718186897 398983692 954172508 172063735 1008158955 34243050 576360053 498432830 851340754 505922478 299082134 123105874 851100275 452712946 686646425 393809500 449357859 84677351 1376810 342214883 326620639 175224930 78914396 256586576 485026689 317317852 97235079 111858466 513213470 908940678 415656937 353887365 522959691 723274366 151711215 300049722 538682422 286934176 967082638 257363180 110026188 0 0 0 0,7.488335831823752e-08,7.880416140890565e-05,3.365916126201223e-08,2.413160944466682e-05,4.908278808728631e-08,4.779434426717429e-08,2.734304035140960e-08,2.072739812483473e-05,7.533036853973143e-03
30 15 4 906408585 53924797 800004296 301549285 687675815 764365063 762396247 76259979 895973785 607450472 657493905 986413790 1017634944 279698382 768179542 568921557 947530224 861728444 518905473 743704063 17399903 300001034 834623164 703756320 857334052 1062255525 836359669 713954222 893933663 148723037 930804339 545071086 241759683 371923205 400226877 1060839252 13677903 398510815 456328466 670283087 411909390 266621362 223544794 968605294 413982819 337981376 522174248 46360342 665930290 472859726 501639411 262816631 265564793 719711749 115897829 896898486 932810853 859830744 1042175588 666724038 0 0 0 0,1.490610575092816e-08,1.152492496903304e-05,5.362894709956908e-09,5.589226773013838e-06,7.263598023150738e-09,4.325266603754061e-08,3.780176122387720e-08,6.704648624446472e-06,2.187789174614344e-03
30 16 4 67905017 226463366 257324411 1041147785 841668071 214135038 14706163 244652758 95438314 1010765794 549109276 905295908 873518879 66798703 374844083 974313475 467044819 753649067 265759806 797088145 267342493 205827753 558769356 726291449 924607333 676288275 586916797 96205974 693830036 41892458 108363491 1043243516 563720895 835983028 864901976 317865701 824997389 720635577 539267352 2280833 798998508 317440893 671085411 132113906 1029700158 314389885 509554325 491903326 461885712 1016056823 653511002 392028495 999044489 502255546 1037766332 1071355241 485031848 317896699 173044350 956404651 66020341 916321185 820041108 413507920 0 0 0 0,9.659139975907103e-09,1.142840653207978e-05,4.359940652782986e-09,3.378753678202499e-06,7.188301577316309e-09,5.393792293162375e-09,8.002590717437715e-09,1.104452851108450e-05,3.604962341560998e-03
30 17 4 990082971 776173730 885195690 1061507880 84292282 923420893 150059390 24426604 651434305 884729306 653010870 815339712 436877600 234796554 733514881 141636893 674403306 543038663 454966268 356581862 729674873 79961564 734770482 645429515 891462979 812284344 974183675 972984566 287260159 271056531 750090643 47584684 149957117 60775577 811436464 174384651 319793906 588425671 124137347 962504716 1016810452 73737867 793707845 493711146 154211069 194201254 653900228 1027504584 440843623 252519025 862598900 157503796 593816080 839880322 372038068 696692691 857795332 264675866 830588832 768457596 529533067 245093274 791286865 36903169 586871079 812796086 217765832 1013298680 0 0 0 0,2.252775599893194e-09,1.180324025940719e-06,6.795827788628408e-10,8.856380640884467e-07,1.491210181490096e-09,2.310189021098473e-09,1.033660759361447e-09,7.197191599018688e-06,6.356157398261116e-04
