32 10 12 454876296 463157784 2267849181 4025667092 2377973245 3832457485 3220196480 2318309312 1292950870 644064538 2008588684 4248476341 1023277757 1419397053 1832171350 1963789598 2171897595 2519414742 2341216861 1710888244 4102901513 4145391546 3737573819 1149188108 2900083551 405034362 475396390 306786011 3212705368 4226401777 2860012394 789112566 1728823878 100783952 4185213382 1928110458 2459421509 214416336 149893555 2063466752 194410793 4088634270 1697458828 1539558888 1945375915 2843036153 1569798503 3495566461 1629042817 953272102 4094979189 3155650408 1963137041 2643547274 3969768548 873802878 2298775786 3080887835 1591958598 3449270533 60307927 155566968 416974599 501790411 886090257 1838281392 859177940 3226737164 3789594112 3719242749 4098403746 2124420017 1530871111 3853470214 665912700 3467744568 1358390529 2240798063 1032258219 2980391242 103977357 3532590215 2858126742 1512488555 4090337778 2946505911 1748422725 3291154607 41177624 1580935710 1330870585 3286447008 1519170480 2893158267 2792189085 459423952 750008636 4132934706 1271471604 1970853673 3292280252 4261736440 647045760 718421390 1288186044 4268989672 2962638504 1701996237 4208674902 736721954 4161216013 1193292350 524715332 2536926395 4062654 3553837345 866937059 3887252408 2884424825 1872697075 0 0 0 0 0 0 0 0 0 0 0 0,1.837779121419321e-02,4.921084114790092e+02,3.498485749130123e-01,1.394530776243303e+03,4.302134556811342e-03,4.500789379029632e-04,3.622622501700337e-04,4.236127090999920e-05,3.144184985023036e-02
32 10 12 3146725482 2459307706 3937391823 834653046 1179580359 1912243708 1131648061 90156444 3022576520 182192865 2706172368 4030690255 750863786 313878840 1386250661 1778506969 3295950301 2770780639 1437711754 4095100777 356741267 3381876829 3373609689 3425958089 1791682575 1947211044 1875105322 2836754019 1530918395 631510538 31967216 704703975 2190962300 270762359 3808410252 1746936299 2173755653 2249636444 1775268840 2643032318 1095888031 2701189717 341249971 2216079574 3791461603 605226794 2669357908 2611967058 3623743640 2313850055 4057320534 1975729602 3130219570 3182437287 395465516 1550492042 279562626 2766474707 69170231 1239235284 2115971737 1763371609 3329843740 1945319079 1347422189 1639076003 3652034854 55300606 4035903004 92680412 376612064 1743268635 2053033300 2377870590 4121009655 2567486554 418235397 329858429 925735857 1543027745 4017994222 3697821844 2980056358 2601096782 2726705515 4276119534 117638129 1831179154 4105025544 738618033 2779794499 4107246004 2577356146 2816184073 1967255947 1849685108 2796785957 1602908281 2931309872 1170146117 2908138814 1407324351 2165537125 2824175716 2909830551 2840302375 915498034 2668295684 1909164677 2352520203 4065041457 1914117766 865928999 4018125369 2501879352 1008420594 352170797 4214141534 3339432046 506198145 0 0 0 0 0 0 0 0 0 0 0 0,1.060916379045699e-02,2.551984132047294e+02,1.866386573098228e-01,8.977551694789232e+02,3.440244998065141e-03,2.462102222463937e-04,1.846525303250951e-04,3.408315873375326e-05,3.146098829250344e-02
32 10 12 3190329775 2777418410 2626072149 2942826658 3564169394 3280125106 1464619521 584362190 2848200662 2774492616 3536610923 2524702773 1732896533 2601244923 2942067401 3527502577 2390061390 2226219913 1410616061 497884334 3785847876 4114307103 1832824209 3110788230 569293761 346949422 1749303948 2653823682 3732911600 2417020037 1117949186 320045689 3760428007 362855074 3288534663 937353789 387155106 2831010883 3516567462 1918508503 2307535908 3801256035 4123695125 3053373114 997645181 3104680282 1840221714 1489681739 2370693186 941479714 2689778969 2471462698 626023000 1925952829 4093907111 326443510 2782381346 3161875941 4254869934 3181022018 3244845756 1536753652 3430063806 1630811138 3074004773 3567779670 2158390679 1259497384 327280305 243435768 3864440078 1418969152 1746254755 2791383884 1318269452 909181315 608952807 1365322259 427922033 330580683 2229616898 2021189229 4290940005 377450739 3986611637 153279045 2020664832 592685024 3547237099 1201391299 3652705765 2724169689 725564500 458034022 1098736960 2733768105 235736060 1379354793 1919107551 1964130438 225982654 1923438569 2226584164 3676817124 635269767 2355419126 3866714783 802096051 1911544784 434964311 3963041425 2235984398 1443026553 3381390817 3484299668 1445805867 3509563077 228110909 3477145827 1118408632 0 0 0 0 0 0 0 0 0 0 0 0,1.935904171959106e-02,5.419550940476123e+02,3.844389743685154e-01,1.498109598483509e+03,5.163876173916347e-03,4.764458414378500e-04,3.902951654102762e-04,3.263784498247384e-05,3.059774563290153e-02
32 10 12 1558370368 2775067207 1718857855 700552426 3957205875 1213787987 2047232274 953300381 3496559013 3359773113 2244819375 1543940064 1897811911 2377022002 3163764820 1434961580 579165588 3098646592 1019914025 1683658262 2062383823 2267616905 4138818294 2742920889 287944274 3066740542 2741517426 143935720 3745802363 63461573 588969307 1553613198 1658094652 408622901 560671101 542643764 3870827968 3164824002 2776300976 1050111008 641554775 1525936278 2422286839 3259184822 1504561748 303637499 386645956 4011007913 772805622 2191168923 3762366957 724865478 268950304 706834000 1846282314 334132960 1950779299 3709474797 2034510255 1903408883 2700435763 2886612864 863411096 3591464483 17334117 1367367781 3829856139 3107617340 769828236 1349813526 445510889 1709876057 2183133968 2767138716 3414615571 3721311733 3312620490 1385014709 3493701409 721760477 2774853020 1216127851 1726850820 2850865642 93168133 3249186381 540246925 3097078686 1965041209 405947220 1446403616 3829651875 3089553543 640159854 252680026 2955615793 3082211862 427435494 192127397 2832890723 402855471 2426780098 1460579197 3228530079 681705886 898441248 81384065 3829556715 704533618 2870184743 929942793 1981910310 4035942916 562809468 2230714279 840252637 174213489 3861795819 368098177 2527147112 0 0 0 0 0 0 0 0 0 0 0 0,1.531671926926032e-02,5.945359474773107e+02,4.413275231585327e-01,1.185164967681672e+03,3.436857138561711e-03,3.799204100960951e-04,3.693386998806136e-04,4.809102835020101e-05,3.114654643524365e-02
32 10 12 1332167671 2683769753 3172243342 323761124 1384503947 3057187631 4168987641 2653874014 1178614513 2888841589 1829913637 2348207934 524893517 2896944435 2223728816 3006817751 2227929989 1804328601 1626763766 3187946300 2256596867 2971394030 2351011926 3451873706 1616384529 24983760 779938684 3373584310 2286160645 778580251 2058815805 3347411966 1168596237 3542085155 1947513560 2806697465 3410501012 4279397668 1486759676 405431891 2506510080 1556966468 2251236638 602514088 794831034 2568143731 112625652 4157172789 4207714993 1197905840 1128691669 3977264551 4059088457 858027711 2470758879 2157676606 1578383260 4211795607 468716344 3454396018 4165179840 216389840 1738390053 2730944620 754241935 1984394428 3503075178 3410599456 2058349638 1509341806 1454300387 1518467725 3505850244 3440569415 2916478601 3272312519 2492817642 3533549636 4113249219 2459183012 2763654703 1895638303 2843733340 3869956175 3819311967 3075904321 2069064387 4203065092 3517980011 408798047 1337910221 1263311837 2624038073 2310974204 3704286127 3334331802 2544585366 3934205354 2787466220 3002680133 1944973194 3760072978 3406435094 3898384229 1561268597 3634704333 1255460681 2472614443 919419725 1989448381 1569478539 598131827 2821945218 1072559910 1815599475 2978781908 3625320611 2837383603 1598983383 1484815327 0 0 0 0 0 0 0 0 0 0 0 0,1.741228290406633e-02,4.792820598035051e+02,3.396124764895320e-01,1.343274841978368e+03,4.792575275947717e-03,4.317070858360537e-04,3.504554294966443e-04,3.548392053236154e-05,3.140103889255031e-02
32 10 12 2168211559 1649142080 2005238378 2380858106 795575664 2475155997 1143597610 303609542 2868799373 3955034492 2159009986 3029588517 91397420 3782591834 90456746 2123717193 412753536 2116299223 3388234031 2737390088 842287206 626419448 4090858561 4133322014 2711209331 2743187845 4242955848 3802473400 3317059461 270250014 2570837828 314863182 912591212 3508673974 2789344192 2301010042 1865122682 1504539995 1697704544 1542238985 4005151576 3274234773 2145221448 340799027 3924290093 2682087308 286100460 2293068312 567252160 1236108222 4088930148 2440046385 2055807659 985814169 4011229540 4226555085 2716840785 551342137 2090249126 1843285776 1711725334 591472102 2237063628 656074678 2343574723 1472876287 1716685316 2262432984 2816950367 3246340385 2944678348 3814726173 4273211779 1697506930 3172546440 3752472378 1292124967 763827940 612552871 494500108 1329401618 571380012 1565064281 1533319674 1072735376 3047334601 884317609 2019177707 1097469019 2902718002 1103409648 2011270203 1983400527 2062133589 2634832372 2145104959 299544618 2005106554 1978904273 1291228621 1147205961 2747531278 1929384832 3042761655 3145532644 81983756 2841663337 1304031616 2481302459 3995738924 2959416309 3189316839 1654338767 224862857 2060246659 4175820376 3578647952 602038739 3107993054 3197697336 0 0 0 0 0 0 0 0 0 0 0 0,1.768794585224287e-02,5.100898334734626e+02,3.634439041808368e-01,1.465443422109008e+03,4.407335531538356e-03,4.023706514105444e-04,3.203193619928867e-04,3.048091257259833e-05,3.091613129705287e-02
32 10 12 1027826778 1378655002 4236049332 1907470402 1949980736 2720155800 2923345254 4127742639 2148567647 659444674 3266318817 3482696338 1135453960 519992922 610684376 3204290536 1739820831 1814588235 541487341 107577338 3488502908 3342800026 1251860559 36152523 965635148 3287104347 3402498159 1298385506 2138938784 2475241230 579626068 128166914 2150880400 2682213606 2775887738 3227384465 1519695375 867734885 967510700 1592975337 1869623393 1791957582 362044418 3704760389 1129140698 1473275959 2029038300 3995876620 2339381356 1344663791 2769633803 4208875679 2362391919 1580792346 2528597605 1321568057 1183700870 1949120922 2707706892 1417734944 218108070 2576181016 2883606067 577741809 1362809063 1197762250 693835134 3698962257 1520464982 1996781579 2881580553 1630644361 958720707 1322366834 1285045850 3129167397 611848122 893924189 737017021 1949896826 431760393 2740519635 2922994474 3328279019 2072549713 897169018 1665205135 2390642715 1722017875 830095909 3034053784 2369436910 3770905674 1323243196 3626687616 3433425343 367479209 4162431841 3617285433 3701953393 4089563247 2076511026 3695165719 2090124507 1172289933 2799170454 3062000720 1410912258 1416420706 3456619547 514466766 249229828 3535240128 3610198261 1495900864 590040187 1091188775 1750153296 2664279750 4063668656 0 0 0 0 0 0 0 0 0 0 0 0,1.440793154940071e-02,4.566805623861407e+02,3.160885669481074e-01,1.110403609467474e+03,6.050096012236809e-03,3.395951259857546e-04,2.938302094111874e-04,3.279554391582279e-05,3.141758725434765e-02
32 10 12 659325913 1071298435 3733124057 281110371 1259083646 2029498815 430067867 23833181 4208666024 3355070465 2945361728 2938553646 3433471118 932995406 619275939 1716163226 2322935798 1205764555 1734781660 1575491919 44416788 2328458365 1054413504 3204759843 960703684 4181918095 1656432673 1247623295 2475706459 689387923 2437309323 3580277278 478536917 3863456594 1934287604 2268615646 2626577834 2235655125 1271223205 441471613 1161179711 1848832721 3079013948 1119290577 3495100347 641926837 1726874034 2586693953 2484141369 1615065479 939673565 2088163781 3897540695 3016857905 2597664197 1604986674 1040001380 2364619355 4124233117 1607776488 625613917 609107005 3625934391 2164288133 865239435 4002859345 823482037 2735617742 539747104 4256479187 2065722718 2816988692 1603214736 1990741921 2850445425 1313124959 1051543518 28696255 224150 1554208331 1206086178 2078440299 2847398582 1352294848 430866865 3331287318 2100805210 1998710117 3497575454 2528403890 3847007237 3724938651 2476349495 3826835443 2672391822 3794394066 1220177835 369303537 1699909106 589942169 1226459450 212334616 1650915947 3749399488 3827811730 3568559969 1839857419 2967459229 1075237586 142327739 1572282841 2234201884 231814399 728695286 3570193465 191575820 3368526778 3359886354 2127042831 1341398497 0 0 0 0 0 0 0 0 0 0 0 0,2.509138686174371e-02,6.775683522262567e+02,4.818875567728922e-01,1.893172508430746e+03,5.681197426186706e-03,5.939913514739753e-04,4.884393674495895e-04,3.912555875639879e-05,3.124270996191951e-02
32 10 12 2582193604 3355671787 3953056977 3097626722 1409238103 2646033013 1237608462 398030552 1875609689 1648161518 255996850 3476434878 3246728990 1265288136 2660793274 1038135483 738294436 890865671 3028762011 4185335302 1089509897 3340080114 2096663544 1481870594 2417613123 1834521505 1893460711 3206966710 2505572099 3446342964 1813074401 3969603705 1657727405 197057064 1370444508 2898834699 2910099287 2446366850 3196383535 3491182794 122236528 3937660128 188912088 1114746058 3916832996 3983056930 3646756580 4079823720 1198602465 3177476550 1367432805 2976217836 4183334359 3906391002 1326144912 1757951688 2381948645 3350039617 3797389249 1050946013 509754539 3252965106 1282507547 131944054 1767770756 230566430 3176037885 537782714 4091489605 3535818206 149343349 1499026453 3809894774 47389468 2090746342 504000937 3654363946 2079430389 830765829 3869884736 4189201394 2197138504 4208408756 2764996836 1147363255 4119943001 2480840892 3355873485 4086556460 121987405 1021174384 1814957250 3164462401 1807528634 59270526 153335667 2802225537 171615578 1676446090 3134395666 3507281014 2539000136 2167482810 1336102063 1205199682 552883159 2665382658 2230002435 1667307319 2173613267 1090914439 1451389413 1265814514 731768267 1359058839 3600720183 4023726072 982338572 3228614255 2385803870 0 0 0 0 0 0 0 0 0 0 0 0,1.151676725827126e-02,3.942371671987723e+02,2.701218601263430e-01,8.704829240335812e+02,5.502434249795525e-03,2.634124427829320e-04,2.346943358787927e-04,3.547838950415485e-05,2.995485194030621e-02
32 10 12 2425697616 283428444 1554694600 2100455097 139579732 1363072405 2390683240 655089188 912112953 847208635 3621513641 1386802481 2583859566 2689191028 3666553044 2628871177 673701200 4243416677 1281366131 1661896323 995452015 1069396983 3435621512 2172327433 632036757 4238010270 2862811162 2174302664 1933481602 494159546 2218082395 4211035561 2245054052 1777161602 1863109160 2513659334 3542996825 3752443518 2447680109 1584981000 3882321832 1532256640 1829830091 702505917 2171305376 2838661059 3476026813 2023946925 3918762701 3773230577 4249060069 2378170250 1954607828 1131245738 1813927052 1727305964 448289378 2360510301 1034070608 2372431626 3138828535 323844726 1833593785 219127571 822331296 381282610 2553390790 1552216195 890348229 3738133837 3986186986 815973747 999042338 3482465592 3686913516 3710927455 1676060948 93692724 2826048835 2350120656 1111142161 3306537650 582181297 1376767726 1835250845 1599862616 373842086 4155634176 1721297416 3416865981 1193169513 1541474901 471954117 2278761592 129771283 2018958359 487634336 928556188 310394365 1810030164 459921222 1181000414 430868276 4110998281 3459717407 1234671513 2553807264 1422225108 1705048192 3673313089 4108950242 2457600372 3309188026 904595348 24933998 2254969825 213548175 4088424320 1917311928 105916700 0 0 0 0 0 0 0 0 0 0 0 0,6.872879286882536e-02,3.034754519935094e+03,2.015813685124792e+00,3.698432142765969e+03,4.046868641371132e-02,1.795298932399634e-03,1.902304263576637e-03,6.997436084144477e-05,3.191176556585019e-02
